subject,block,trial,choices,choices_L,outcomes,opt_act,blocks,pe,choice_nll,alpha_pos,alpha_neg,beta,ev_l,ev_r,alpha_pos_sim,alpha_neg_sim,beta_sim,model
0,0,0,1,0.0,1.0,1.0,numberbar_mixed,1.0,0.5,0.28191014337239984,0.5963033053651324,1.5482331322091114,0.0,0.0,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,1,0,1.0,-1.0,1.0,numberbar_mixed,-1.0,0.39258417710810806,0.28191014337239984,0.5963033053651324,1.5482331322091114,0.0,0.28191014337239984,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,2,1,0.0,1.0,1.0,numberbar_mixed,0.7180898566276002,0.7957075476154437,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.28191014337239984,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,3,1,0.0,1.0,1.0,numberbar_mixed,0.5156530421914474,0.8419885001027885,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.48434695780855264,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,4,1,0.0,1.0,1.0,numberbar_mixed,0.3702852191368423,0.8696833386569662,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.6297147808631577,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,5,1,0.0,1.0,1.0,numberbar_mixed,0.26589805992129456,0.8869318567379132,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.7341019400787054,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,6,1,0.0,1.0,1.0,numberbar_mixed,0.1909386997264395,0.8980581295610106,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.8090613002735605,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,7,1,0.0,1.0,1.0,numberbar_mixed,0.13711114351121934,0.9054385608736918,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.8628888564887807,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,8,1,0.0,1.0,1.0,numberbar_mixed,0.09845812138601784,0.9104395379458241,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.9015418786139822,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,9,1,0.0,1.0,1.0,numberbar_mixed,0.07070177826990842,0.9138823005880315,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.9292982217300916,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
0,0,10,1,0.0,-1.0,1.0,numberbar_mixed,-1.949229770178845,0.916280108717753,0.28191014337239984,0.5963033053651324,1.5482331322091114,-0.5963033053651324,0.9492297701788451,0.1346476029274129,0.6294120136235434,2.2502464788112264,sim_valence
