subject,block,trial,choices,choices_L,outcomes,opt_act,blocks,pe,choice_nll,alpha,beta,ev_l,ev_r,alpha_sim,beta_sim,model
0,0,0,0,1.0,-1.0,1.0,numberbar_mixed,-1.0,0.5,0.8331556897381421,2.1971351361743237,0.0,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,0,1,1,0.0,1.0,1.0,numberbar_mixed,1.0,0.8618279060362162,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,0,2,1,0.0,1.0,1.0,numberbar_mixed,0.16684431026185786,0.9749402027476254,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.8331556897381421,0.7640375608540169,2.1056186333026816,sim_basic
0,0,3,1,0.0,1.0,1.0,numberbar_mixed,0.02783702386675513,0.9814129656047155,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.9721629761332449,0.7640375608540169,2.1056186333026816,sim_basic
0,0,4,1,0.0,1.0,1.0,numberbar_mixed,0.004644449046791621,0.9823200560996225,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.9953555509532084,0.7640375608540169,2.1056186333026816,sim_basic
0,0,5,1,0.0,1.0,1.0,numberbar_mixed,0.0007748998977582522,0.9824671081816401,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.9992251001022417,0.7640375608540169,2.1056186333026816,sim_basic
0,0,6,1,0.0,1.0,1.0,numberbar_mixed,0.00012928763896347117,0.982491525778397,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.9998707123610365,0.7640375608540169,2.1056186333026816,sim_basic
0,0,7,1,0.0,1.0,1.0,numberbar_mixed,2.1570906948209512e-05,0.9824955964630618,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.9999784290930518,0.7640375608540169,2.1056186333026816,sim_basic
0,0,8,1,0.0,-1.0,1.0,numberbar_mixed,-1.9999964010169085,0.9824962755431468,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.9999964010169085,0.7640375608540169,2.1056186333026816,sim_basic
0,0,9,1,0.0,1.0,1.0,numberbar_mixed,1.666311979946136,0.5906318873303914,0.8331556897381421,2.1971351361743237,-0.8331556897381421,-0.6663119799461359,0.7640375608540169,2.1056186333026816,sim_basic
0,0,10,1,0.0,1.0,1.0,numberbar_mixed,0.2780146729751838,0.9682271623768688,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.7219853270248162,0.7640375608540169,2.1056186333026816,sim_basic
0,0,11,1,0.0,-1.0,1.0,numberbar_mixed,-1.9536148336447794,0.9806548021263564,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.9536148336447795,0.7640375608540169,2.1056186333026816,sim_basic
0,0,12,1,0.0,-1.0,0.0,numberbar_mixed,-0.3259495194367975,0.5865146702576962,0.8331556897381421,2.1971351361743237,-0.8331556897381421,-0.6740504805632025,0.7640375608540169,2.1056186333026816,sim_basic
0,0,13,0,1.0,-1.0,0.0,numberbar_mixed,-0.16684431026185786,0.5614608813569933,0.8331556897381421,2.1971351361743237,-0.8331556897381421,-0.9456171772493835,0.7640375608540169,2.1056186333026816,sim_basic
0,0,14,1,0.0,-1.0,0.0,numberbar_mixed,-0.054382822750616455,0.5145770447810322,0.8331556897381421,2.1971351361743237,-0.9721629761332449,-0.9456171772493835,0.7640375608540169,2.1056186333026816,sim_basic
0,0,15,1,0.0,-1.0,0.0,numberbar_mixed,-0.009073464551919486,0.48969494062679714,0.8331556897381421,2.1971351361743237,-0.9721629761332449,-0.9909265354480805,0.7640375608540169,2.1056186333026816,sim_basic
0,0,16,1,0.0,1.0,0.0,numberbar_mixed,1.9984861440651496,0.4855451397198284,0.8331556897381421,2.1971351361743237,-0.9721629761332449,-0.9984861440651496,0.7640375608540169,2.1056186333026816,sim_basic
0,0,17,1,0.0,-1.0,0.0,numberbar_mixed,-1.6665639577255702,0.9734160652503941,0.8331556897381421,2.1971351361743237,-0.9721629761332449,0.6665639577255702,0.7640375608540169,2.1056186333026816,sim_basic
0,0,18,0,1.0,1.0,0.0,numberbar_mixed,1.9721629761332449,0.36591859072830585,0.8331556897381421,2.1971351361743237,-0.9721629761332449,-0.7219432859660051,0.7640375608540169,2.1056186333026816,sim_basic
0,0,19,0,1.0,-1.0,0.0,numberbar_mixed,-1.670955828523076,0.9552288756204863,0.8331556897381421,2.1971351361743237,0.6709558285230759,-0.7219432859660051,0.7640375608540169,2.1056186333026816,sim_basic
0,0,20,1,0.0,-1.0,0.0,numberbar_mixed,-0.2780567140339949,0.49959750764069566,0.8331556897381421,2.1971351361743237,-0.7212105273120362,-0.7219432859660051,0.7640375608540169,2.1056186333026816,sim_basic
0,0,21,0,1.0,1.0,0.0,numberbar_mixed,1.7212105273120362,0.6249490530110149,0.8331556897381421,2.1971351361743237,-0.7212105273120362,-0.9536078193333195,0.7640375608540169,2.1056186333026816,sim_basic
0,0,22,0,1.0,1.0,0.0,numberbar_mixed,0.28717418324482535,0.9749467646422856,0.8331556897381421,2.1971351361743237,0.7128258167551746,-0.9536078193333195,0.7640375608540169,2.1056186333026816,sim_basic
0,0,23,0,1.0,1.0,0.0,numberbar_mixed,0.04791337852849531,0.9850365504208695,0.8331556897381421,2.1971351361743237,0.9520866214715047,-0.9536078193333195,0.7640375608540169,2.1056186333026816,sim_basic
0,0,24,0,1.0,-1.0,1.0,numberbar_mixed,-1.9920059254070979,0.9862758133514807,0.8331556897381421,2.1971351361743237,0.9920059254070979,-0.9536078193333195,0.7640375608540169,2.1056186333026816,sim_basic
0,0,25,0,1.0,-1.0,1.0,numberbar_mixed,-0.33235485466208115,0.6521035836574381,0.8331556897381421,2.1971351361743237,-0.6676451453379189,-0.9536078193333195,0.7640375608540169,2.1056186333026816,sim_basic
0,0,26,0,1.0,-1.0,1.0,numberbar_mixed,-0.055451516488274954,0.5049759819748612,0.8331556897381421,2.1971351361743237,-0.944548483511725,-0.9536078193333195,0.7640375608540169,2.1056186333026816,sim_basic
0,0,27,1,0.0,-1.0,1.0,numberbar_mixed,-0.046392180666680494,0.5203893122404782,0.8331556897381421,2.1971351361743237,-0.9907482299785397,-0.9536078193333195,0.7640375608540169,2.1056186333026816,sim_basic
0,0,28,1,0.0,1.0,1.0,numberbar_mixed,1.9922597286151242,0.49916975907236816,0.8331556897381421,2.1971351361743237,-0.9907482299785397,-0.9922597286151242,0.7640375608540169,2.1056186333026816,sim_basic
0,0,29,1,0.0,1.0,1.0,numberbar_mixed,0.33239720028326647,0.9745093231755131,0.8331556897381421,2.1971351361743237,-0.9907482299785397,0.6676027997167335,0.7640375608540169,2.1056186333026816,sim_basic
0,0,30,1,0.0,1.0,1.0,numberbar_mixed,0.055458581614234226,0.9859653630758446,0.8331556897381421,2.1971351361743237,-0.9907482299785397,0.9445414183857658,0.7640375608540169,2.1056186333026816,sim_basic
0,0,31,1,0.0,1.0,1.0,numberbar_mixed,0.009252948797527916,0.9873030208887547,0.8331556897381421,2.1971351361743237,-0.9907482299785397,0.9907470512024721,0.7640375608540169,2.1056186333026816,sim_basic
0,0,32,1,0.0,1.0,1.0,numberbar_mixed,0.0015438018600117953,0.9875136089424014,0.8331556897381421,2.1971351361743237,-0.9907482299785397,0.9984561981399882,0.7640375608540169,2.1056186333026816,sim_basic
0,0,33,1,0.0,1.0,1.0,numberbar_mixed,0.00025757455651465033,0.987548407104109,0.8331556897381421,2.1971351361743237,-0.9907482299785397,0.9997424254434853,0.7640375608540169,2.1056186333026816,sim_basic
0,0,34,1,0.0,1.0,1.0,numberbar_mixed,4.297484922266559e-05,0.9875542036511898,0.8331556897381421,2.1971351361743237,-0.9907482299785397,0.9999570251507773,0.7640375608540169,2.1056186333026816,sim_basic
0,1,0,1,0.0,0.0,1.0,numberbar_neg,0.0,0.5,0.8331556897381421,2.1971351361743237,0.0,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,1,0,1.0,-1.0,1.0,numberbar_neg,-1.0,0.5,0.8331556897381421,2.1971351361743237,0.0,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,2,0,1.0,-1.0,1.0,numberbar_neg,-0.16684431026185786,0.13817209396378394,0.8331556897381421,2.1971351361743237,-0.8331556897381421,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,3,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8943507539721359,0.8331556897381421,2.1971351361743237,-0.9721629761332449,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,4,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8943507539721359,0.8331556897381421,2.1971351361743237,-0.9721629761332449,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,5,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8943507539721359,0.8331556897381421,2.1971351361743237,-0.9721629761332449,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,6,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8943507539721359,0.8331556897381421,2.1971351361743237,-0.9721629761332449,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,7,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8943507539721359,0.8331556897381421,2.1971351361743237,-0.9721629761332449,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,8,0,1.0,-1.0,1.0,numberbar_neg,-0.02783702386675513,0.10564924602786398,0.8331556897381421,2.1971351361743237,-0.9721629761332449,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,9,1,0.0,0.0,1.0,numberbar_neg,0.0,0.8990697246398228,0.8331556897381421,2.1971351361743237,-0.9953555509532084,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,10,1,0.0,-1.0,1.0,numberbar_neg,-1.0,0.8990697246398228,0.8331556897381421,2.1971351361743237,-0.9953555509532084,0.0,0.7640375608540169,2.1056186333026816,sim_basic
0,1,11,0,1.0,-1.0,1.0,numberbar_neg,-0.004644449046791621,0.4118373551561082,0.8331556897381421,2.1971351361743237,-0.9953555509532084,-0.8331556897381421,0.7640375608540169,2.1056186333026816,sim_basic
0,1,12,0,1.0,-1.0,0.0,numberbar_neg,-0.0007748998977582522,0.40977951189662287,0.8331556897381421,2.1971351361743237,-0.9992251001022417,-0.8331556897381421,0.7640375608540169,2.1056186333026816,sim_basic
0,1,13,0,1.0,0.0,0.0,numberbar_neg,0.9998707123610365,0.40943647770512015,0.8331556897381421,2.1971351361743237,-0.9998707123610365,-0.8331556897381421,0.7640375608540169,2.1056186333026816,sim_basic
0,1,14,0,1.0,0.0,0.0,numberbar_neg,0.16682273935490965,0.81214729315195,0.8331556897381421,2.1971351361743237,-0.16682273935490965,-0.8331556897381421,0.7640375608540169,2.1056186333026816,sim_basic
